segment_id,km_start,km_end,aid_interval,lat_start,lon_start,lat_end,lon_end,elevation_start_m,elevation_end_m,ascent_m,descent_m,elevation_metric_basis,average_grade_pct,p95_abs_grade_pct,max_abs_grade_pct,official_route_difficulty,osm_way_ids,osm_way_names,highway,surface,tracktype,smoothness,sac_scale,trail_visibility,landcover,evidence_tag_depth,osm_match_distance_m,inferred_surface_flag,direct_visual_evidence_ids,context_visual_evidence_ids,written_source_ids,map_source_ids,confidence_level,surface_confidence,visual_confidence,equipment_confidence,evidence_class,surface_taxonomy,wet_risk,night_risk,downhill_braking_risk,shoe_implication,poles_implication,what_would_change_this_assessment
MS0321,37.791,37.905,BOHINJSKA BELA->Bled,46.339400,14.031670,46.339360,14.033120,1237,1234,0.0,3.0,raw_gpx_edge_sum_not_official_reconciled,-2.6,7.1,7.1,T3,38810968,,unclassified,compacted,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,compacted dirt road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0322,37.905,38.015,BOHINJSKA BELA->Bled,46.339360,14.033120,46.339210,14.034502,1234,1222,0.0,12.0,raw_gpx_edge_sum_not_official_reconciled,-10.9,28.2,28.2,T3,38810968,,unclassified,compacted,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,compacted dirt road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0323,38.015,38.093,BOHINJSKA BELA->Bled,46.339210,14.034502,46.339280,14.035190,1222,1229,7.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,9.0,19.0,19.0,T3,38810968,,unclassified,compacted,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,compacted dirt road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0324,38.093,38.196,BOHINJSKA BELA->Bled,46.339280,14.035190,46.339990,14.036000,1229,1223,0.0,6.0,raw_gpx_edge_sum_not_official_reconciled,-5.8,10.4,10.4,T3,659738310,,path,,,,mountain_hiking,excellent,forest,2,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,smooth forest singletrack,unknown,medium-high,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0325,38.196,38.318,BOHINJSKA BELA->Bled,46.339990,14.036000,46.340690,14.036970,1223,1181,0.0,42.0,raw_gpx_edge_sum_not_official_reconciled,-34.5,45.0,56.8,T3,659738310,,path,,,,mountain_hiking,excellent,forest,2,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,high,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0326,38.318,38.359,BOHINJSKA BELA->Bled,46.340690,14.036970,46.340760,14.037490,1181,1180,0.0,1.0,raw_gpx_edge_sum_not_official_reconciled,-2.4,4.9,4.9,T3,659738310,,path,,,,mountain_hiking,excellent,forest,2,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,smooth forest singletrack,unknown,medium-high,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0327,38.359,38.432,BOHINJSKA BELA->Bled,46.340760,14.037490,46.341210,14.036900,1180,1167,0.0,13.0,raw_gpx_edge_sum_not_official_reconciled,-17.7,35.3,35.3,T3,659738310,,path,,,,mountain_hiking,excellent,forest,2,0.3,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,smooth forest singletrack,unknown,medium-high,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0328,38.432,38.474,BOHINJSKA BELA->Bled,46.341210,14.036900,46.341340,14.037390,1167,1153,0.0,14.0,raw_gpx_edge_sum_not_official_reconciled,-33.8,37.0,37.0,T3,659738310,,path,,,,mountain_hiking,excellent,forest,2,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,high,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0329,38.474,38.592,BOHINJSKA BELA->Bled,46.341340,14.037390,46.342190,14.037880,1153,1111,0.0,42.0,raw_gpx_edge_sum_not_official_reconciled,-35.6,45.0,57.2,T3,659738310,,path,,,,mountain_hiking,excellent,forest,2,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,high,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0330,38.592,38.673,BOHINJSKA BELA->Bled,46.342190,14.037880,46.342890,14.037690,1111,1105,0.0,6.0,raw_gpx_edge_sum_not_official_reconciled,-7.4,10.1,10.1,T3,659738310,,path,,,,mountain_hiking,excellent,forest,2,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,smooth forest singletrack,unknown,medium-high,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0331,38.673,38.807,BOHINJSKA BELA->Bled,46.342890,14.037690,46.342490,14.039150,1105,1059,0.0,46.0,raw_gpx_edge_sum_not_official_reconciled,-34.4,43.0,43.0,T3,659738307,,track,,grade3,very_horrible,mountain_hiking,excellent,forest,4,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,forest road / cart track,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0332,38.807,38.951,BOHINJSKA BELA->Bled,46.342490,14.039150,46.343545,14.039940,1059,1001,0.0,58.0,raw_gpx_edge_sum_not_official_reconciled,-40.2,45.0,60.5,T3,69024189,,path,,,,mountain_hiking,excellent,forest,2,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,high,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0333,38.951,39.029,BOHINJSKA BELA->Bled,46.343545,14.039940,46.344190,14.040260,1001,994,0.0,7.0,raw_gpx_edge_sum_not_official_reconciled,-8.9,13.7,13.7,T3,69024189,,path,,,,mountain_hiking,excellent,forest,2,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,smooth forest singletrack,unknown,medium-high,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0334,39.029,39.137,BOHINJSKA BELA->Bled,46.344190,14.040260,46.344980,14.041037,994,971,0.0,23.0,raw_gpx_edge_sum_not_official_reconciled,-21.3,28.6,28.6,T3,69024189,,path,,,,mountain_hiking,excellent,forest,2,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,high,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0335,39.137,39.291,BOHINJSKA BELA->Bled,46.344980,14.041037,46.345835,14.042380,971,912,0.0,59.0,raw_gpx_edge_sum_not_official_reconciled,-38.3,45.0,53.1,T3,69024189,,path,,,,mountain_hiking,excellent,forest,2,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,high,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0336,39.291,39.344,BOHINJSKA BELA->Bled,46.345835,14.042380,46.346240,14.042280,912,912,0.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,0.0,0.0,0.0,T3,659527392;69024189,,path,unpaved,,,mountain_hiking,excellent,forest,3,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,smooth forest singletrack,unknown,medium-high,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0337,39.344,39.425,BOHINJSKA BELA->Bled,46.346240,14.042280,46.346915,14.041935,912,931,19.0,0.0,raw_gpx_edge_sum_not_official_reconciled,23.6,29.8,29.8,T3,659527392,,path,unpaved,,,,,forest,1,0.0,no,,,S001;S002,S003,medium,medium,none,low-medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0338,39.425,39.505,BOHINJSKA BELA->Bled,46.346915,14.041935,46.347590,14.041590,931,951,20.0,0.0,raw_gpx_edge_sum_not_official_reconciled,24.8,29.8,29.8,T3,659527392,,path,unpaved,,,,,forest,1,0.1,no,,,S001;S002,S003,medium,medium,none,low-medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0339,39.505,39.552,BOHINJSKA BELA->Bled,46.347590,14.041590,46.347940,14.041270,951,959,8.0,0.0,raw_gpx_edge_sum_not_official_reconciled,17.2,17.2,17.2,T3,659527392,,path,unpaved,,,,,forest,1,0.3,no,,,S001;S002,S003,medium,medium,none,low-medium,Map/OSM source-tag evidence,rooty forest singletrack,high,high,medium,Lug depth and wet-grass/root traction matter more than stack height here.,"Useful for stability, especially when wet or fatigued.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0340,39.552,39.645,BOHINJSKA BELA->Bled,46.347940,14.041270,46.348630,14.040695,959,960,3.0,2.0,raw_gpx_edge_sum_not_official_reconciled,1.1,12.9,12.9,T3,659527392,,path,unpaved,,,,,forest,1,0.2,no,,,S001;S002,S003,medium,medium,none,low-medium,Map/OSM source-tag evidence,smooth forest singletrack,unknown,medium-high,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0341,39.645,39.707,BOHINJSKA BELA->Bled,46.348630,14.040695,46.349150,14.040440,960,960,0.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,0.0,0.0,0.0,T3,659527392,,path,unpaved,,,,,forest,1,0.1,no,,,S001;S002,S003,medium,medium,none,low-medium,Map/OSM source-tag evidence,smooth forest singletrack,unknown,medium-high,unknown,Treat as unresolved; use conservative trail shoe choice.,Treat as unresolved; carry if already in race plan.,Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0342,39.707,39.813,BOHINJSKA BELA->Bled,46.349150,14.040440,46.349910,14.039660,960,974,14.0,0.0,raw_gpx_edge_sum_not_official_reconciled,13.2,19.0,19.0,T3,654162424,,track,unpaved,grade3,,,,forest,2,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,forest road / cart track,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0343,39.813,39.923,BOHINJSKA BELA->Bled,46.349910,14.039660,46.350880,14.039560,974,974,0.0,-0.0,raw_gpx_edge_sum_not_official_reconciled,0.0,0.0,0.0,T3,654162424,,track,unpaved,grade3,,,,forest,2,0.3,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,forest road / cart track,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0344,39.923,40.021,BOHINJSKA BELA->Bled,46.350880,14.039560,46.351710,14.039910,974,966,0.0,8.0,raw_gpx_edge_sum_not_official_reconciled,-8.2,14.4,14.4,T3,1352919353;62027985,,track,unpaved,grade3,,,,forest,2,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,forest road / cart track,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0345,40.021,40.123,BOHINJSKA BELA->Bled,46.351710,14.039910,46.352520,14.040410,966,952,0.0,14.0,raw_gpx_edge_sum_not_official_reconciled,-13.6,22.6,22.6,T3,1352919353,,track,unpaved,grade3,,,,forest,2,0.4,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,forest road / cart track,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0346,40.123,40.212,BOHINJSKA BELA->Bled,46.352520,14.040410,46.353260,14.040070,952,935,0.0,17.0,raw_gpx_edge_sum_not_official_reconciled,-19.2,31.1,31.1,T3,62027974;1352919353,,unclassified,gravel,grade2,bad,,,forest,3,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0347,40.212,40.392,BOHINJSKA BELA->Bled,46.353260,14.040070,46.354820,14.039590,935,910,0.0,25.0,raw_gpx_edge_sum_not_official_reconciled,-13.9,21.1,21.1,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0348,40.392,40.595,BOHINJSKA BELA->Bled,46.354820,14.039590,46.356195,14.040670,910,899,1.0,12.0,raw_gpx_edge_sum_not_official_reconciled,-5.4,20.9,20.9,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.4,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0349,40.595,40.721,BOHINJSKA BELA->Bled,46.356195,14.040670,46.356830,14.041980,899,914,15.0,0.0,raw_gpx_edge_sum_not_official_reconciled,11.9,16.4,16.4,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0350,40.721,40.974,BOHINJSKA BELA->Bled,46.356830,14.041980,46.356895,14.045170,914,912,0.0,2.0,raw_gpx_edge_sum_not_official_reconciled,-0.8,5.0,5.0,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,1.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0351,40.974,41.077,BOHINJSKA BELA->Bled,46.356895,14.045170,46.356900,14.046480,912,903,0.0,9.0,raw_gpx_edge_sum_not_official_reconciled,-8.7,19.4,19.4,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,1.0,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0352,41.077,41.161,BOHINJSKA BELA->Bled,46.356900,14.046480,46.357030,14.047510,903,895,0.0,8.0,raw_gpx_edge_sum_not_official_reconciled,-9.6,15.5,15.5,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.7,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0353,41.161,41.260,BOHINJSKA BELA->Bled,46.357030,14.047510,46.356990,14.048590,895,889,0.0,6.0,raw_gpx_edge_sum_not_official_reconciled,-6.1,14.4,14.4,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.4,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0354,41.260,41.375,BOHINJSKA BELA->Bled,46.356990,14.048590,46.356465,14.049640,889,863,0.0,26.0,raw_gpx_edge_sum_not_official_reconciled,-22.6,45.0,46.6,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.3,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0355,41.375,41.550,BOHINJSKA BELA->Bled,46.356465,14.049640,46.357350,14.051280,863,857,0.0,6.0,raw_gpx_edge_sum_not_official_reconciled,-3.4,11.2,11.2,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,1.3,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0356,41.550,41.632,BOHINJSKA BELA->Bled,46.357350,14.051280,46.357720,14.052190,857,839,0.0,18.0,raw_gpx_edge_sum_not_official_reconciled,-21.9,26.3,26.3,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0357,41.632,41.765,BOHINJSKA BELA->Bled,46.357720,14.052190,46.358680,14.053145,839,838,0.0,1.0,raw_gpx_edge_sum_not_official_reconciled,-0.8,3.9,3.9,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.4,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0358,41.765,41.862,BOHINJSKA BELA->Bled,46.358680,14.053145,46.359525,14.053390,838,825,0.0,13.0,raw_gpx_edge_sum_not_official_reconciled,-13.3,19.4,19.4,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.3,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0359,41.862,41.954,BOHINJSKA BELA->Bled,46.359525,14.053390,46.360240,14.053910,825,819,0.0,6.0,raw_gpx_edge_sum_not_official_reconciled,-6.5,18.0,18.0,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.3,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0360,41.954,42.036,BOHINJSKA BELA->Bled,46.360240,14.053910,46.360715,14.054675,819,809,0.0,10.0,raw_gpx_edge_sum_not_official_reconciled,-12.2,13.4,13.4,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0361,42.036,42.148,BOHINJSKA BELA->Bled,46.360715,14.054675,46.360940,14.055900,809,804,0.0,5.0,raw_gpx_edge_sum_not_official_reconciled,-4.5,9.9,9.9,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0362,42.148,42.281,BOHINJSKA BELA->Bled,46.360940,14.055900,46.360720,14.057280,804,777,0.0,27.0,raw_gpx_edge_sum_not_official_reconciled,-20.2,27.4,27.4,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,1.1,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0363,42.281,42.365,BOHINJSKA BELA->Bled,46.360720,14.057280,46.361005,14.058265,777,769,0.0,8.0,raw_gpx_edge_sum_not_official_reconciled,-9.6,15.1,15.1,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.5,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0364,42.365,42.454,BOHINJSKA BELA->Bled,46.361005,14.058265,46.361350,14.059300,769,758,0.0,11.0,raw_gpx_edge_sum_not_official_reconciled,-12.2,20.2,20.2,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0365,42.454,42.558,BOHINJSKA BELA->Bled,46.361350,14.059300,46.361757,14.060479,758,754,0.0,4.0,raw_gpx_edge_sum_not_official_reconciled,-3.9,10.6,10.6,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,1.5,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0366,42.558,42.691,BOHINJSKA BELA->Bled,46.361757,14.060479,46.362287,14.062003,754,736,0.0,18.0,raw_gpx_edge_sum_not_official_reconciled,-13.5,31.6,31.6,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,2.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0367,42.691,42.821,BOHINJSKA BELA->Bled,46.362287,14.062003,46.362600,14.063570,736,726,0.0,10.0,raw_gpx_edge_sum_not_official_reconciled,-7.7,22.6,22.6,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.9,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0368,42.821,42.950,BOHINJSKA BELA->Bled,46.362600,14.063570,46.363430,14.064500,726,720,2.0,8.0,raw_gpx_edge_sum_not_official_reconciled,-4.7,12.0,12.0,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
MS0369,42.950,43.006,BOHINJSKA BELA->Bled,46.363430,14.064500,46.363590,14.065110,720,713,0.0,7.0,raw_gpx_edge_sum_not_official_reconciled,-12.6,18.0,18.0,T3,62027974,,unclassified,gravel,grade2,bad,,,forest,3,0.2,no,,,S001;S002,S003,medium-high,medium-high,none,medium,Map/OSM source-tag evidence,gravel road,medium,medium-high,medium-high,Secure outsole and moderate cushion; stable platform helps on cambered gravel.,"Useful on sustained climbs/descents, optional on runnable grades.",Exact geotagged race image/video or richer OSM surface/smoothness tags for this GPX segment.
